"label","left_0_x","left_0_y","left_1_x","left_1_y","left_2_x","left_2_y","left_3_x","left_3_y","left_4_x","left_4_y","left_5_x","left_5_y","left_6_x","left_6_y","left_7_x","left_7_y","left_8_x","left_8_y","left_9_x","left_9_y","left_10_x","left_10_y","left_11_x","left_11_y","left_12_x","left_12_y","left_13_x","left_13_y","left_14_x","left_14_y","left_15_x","left_15_y","left_16_x","left_16_y","left_17_x","left_17_y","left_18_x","left_18_y","left_19_x","left_19_y","left_20_x","left_20_y","right_0_x","right_0_y","right_1_x","right_1_y","right_2_x","right_2_y","right_3_x","right_3_y","right_4_x","right_4_y","right_5_x","right_5_y","right_6_x","right_6_y","right_7_x","right_7_y","right_8_x","right_8_y","right_9_x","right_9_y","right_10_x","right_10_y","right_11_x","right_11_y","right_12_x","right_12_y","right_13_x","right_13_y","right_14_x","right_14_y","right_15_x","right_15_y","right_16_x","right_16_y","right_17_x","right_17_y","right_18_x","right_18_y","right_19_x","right_19_y","right_20_x","right_20_y","left_roll","left_pitch","left_yaw","right_roll","right_pitch","right_yaw","capture_mode","hand_presence","left_points_visible","right_points_visible","left_fallback_used","right_fallback_used","curation_action","timestamp_unix_ms"
"ikaw","0.473618","0.604298","0.485313","0.606462","0.495592","0.604845","0.49565","0.611008","0.488397","0.623165","0.486391","0.575621","0.485049","0.590686","0.485936","0.602821","0.485462","0.600554","0.472786","0.574653","0.470412","0.599997","0.474095","0.611932","0.475356","0.605851","0.461049","0.577884","0.458169","0.601227","0.463175","0.612762","0.465945","0.607497","0.450939","0.582959","0.447934","0.600773","0.451865","0.610319","0.455347","0.608417","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.076385","14.036311","37.983639","0","0","0","static","left_only","21","0","0","0","keep","1.77E+12"
"ikaw","0.447598","0.586552","0.462915","0.585202","0.477097","0.582597","0.485611","0.587457","0.489612","0.594059","0.46933","0.56409","0.472251","0.572781","0.473434","0.589222","0.474139","0.598681","0.452904","0.566066","0.453844","0.583521","0.456334","0.600162","0.458387","0.60677","0.437619","0.571909","0.436641","0.588638","0.439728","0.604941","0.443169","0.610251","0.423952","0.578939","0.420669","0.590908","0.423573","0.601316","0.427971","0.605409","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.884706","66.604744","53.298927","0","0","0","static","left_only","21","0","0","0","keep","1.77E+12"
"ikaw","0.427481","0.521522","0.439358","0.525054","0.450451","0.524185","0.453054","0.526576","0.44908","0.531695","0.445486","0.491143","0.445331","0.48853","0.445351","0.491713","0.445193","0.49076","0.432035","0.487183","0.429614","0.496432","0.430775","0.503999","0.432242","0.5025","0.419593","0.489383","0.416327","0.497894","0.418278","0.506131","0.42091","0.505005","0.407846","0.494059","0.401719","0.496079","0.404221","0.502708","0.408646","0.505294","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-47.034073","-128.603058","77.349892","0","0","0","static","left_only","21","0","0","0","keep","1.77E+12"
"ikaw","0.523124","0.577858","0.512462","0.583958","0.495554","0.588656","0.478966","0.598731","0.46393","0.607623","0.474825","0.54771","0.446351","0.554089","0.4299","0.554433","0.416661","0.551339","0.475433","0.551067","0.455082","0.577913","0.461237","0.599032","0.469661","0.604006","0.477906","0.560574","0.461191","0.584811","0.466741","0.602071","0.473897","0.604246","0.480759","0.570709","0.46895","0.59052","0.472027","0.602821","0.478067","0.603797","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.668207","-8.653904","233.353394","0","0","0","static","left_only","21","0","0","0","keep","1.77E+12"
"ikaw","0.477705","0.601614","0.472011","0.598119","0.45867","0.597315","0.444361","0.604722","0.431953","0.613731","0.437853","0.562716","0.414293","0.569794","0.400274","0.575426","0.390301","0.57521","0.437375","0.568563","0.420407","0.594743","0.427288","0.612795","0.435834","0.614575","0.438407","0.57891","0.424122","0.600678","0.429779","0.613963","0.436606","0.613597","0.440544","0.588113","0.429514","0.602861","0.432178","0.610317","0.437132","0.609327","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-7.969543","-10.86113","162.848328","0","0","0","static","left_only","21","0","0","0","keep","1.77E+12"
"ikaw","0.458628","0.623797","0.469522","0.619597","0.479957","0.611425","0.480768","0.611726","0.470919","0.616417","0.470578","0.570915","0.468397","0.569263","0.467391","0.570294","0.466154","0.570853","0.456598","0.574463","0.45625","0.598209","0.459205","0.613953","0.461736","0.611965","0.444717","0.585313","0.443558","0.605789","0.448772","0.620939","0.45346","0.619872","0.434383","0.598425","0.431158","0.611749","0.436466","0.623055","0.442411","0.62352","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-10.137145","-31.899887","-8.891507","0","0","0","static","left_only","21","0","0","0","keep","1.77E+12"
"ikaw","0.443286","0.617737","0.456321","0.611386","0.468802","0.594462","0.462918","0.586018","0.449277","0.584789","0.455754","0.566956","0.451396","0.548397","0.446383","0.536894","0.441768","0.524903","0.440207","0.569662","0.438364","0.579865","0.442507","0.607221","0.44684","0.620728","0.42752","0.577912","0.425025","0.587631","0.431257","0.612749","0.437588","0.624626","0.416462","0.58861","0.412266","0.593128","0.418212","0.610675","0.425035","0.619505","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-13.968581","-22.093327","-31.830351","0","0","0","static","left_only","21","0","0","0","keep","1.77E+12"
"ikaw","0.455036","0.605997","0.471054","0.599298","0.480082","0.595427","0.477415","0.602048","0.469962","0.608079","0.472518","0.5781","0.47221","0.596857","0.468517","0.601064","0.463549","0.603519","0.457759","0.578119","0.453627","0.615908","0.455489","0.621335","0.456782","0.620438","0.444683","0.584031","0.442415","0.619622","0.446257","0.622345","0.45006","0.617927","0.434238","0.592202","0.43397","0.618889","0.438115","0.622747","0.442454","0.620677","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.746687","-19.512798","91.196419","0","0","0","static","left_only","21","0","0","0","keep","1.77E+12"
"ikaw","0.492789","0.653233","0.521885","0.647989","0.546576","0.639329","0.559127","0.646973","0.562236","0.662599","0.544248","0.592093","0.559041","0.583775","0.571713","0.579019","0.582191","0.571112","0.530146","0.584212","0.545907","0.628479","0.540119","0.663194","0.533654","0.670025","0.515029","0.59463","0.528317","0.64582","0.525075","0.672375","0.518912","0.670578","0.500893","0.611065","0.511749","0.656875","0.5114","0.674533","0.506993","0.669589","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-12.128987","-24.641403","-76.550552","0","0","0","static","left_only","21","0","0","0","keep","1.77E+12"
"ikaw","0.535258","0.708999","0.552814","0.694376","0.571625","0.680181","0.584818","0.674063","0.592695","0.663287","0.565904","0.66184","0.575874","0.658927","0.579019","0.665805","0.578919","0.660202","0.556622","0.669893","0.564329","0.687389","0.559209","0.721084","0.554174","0.732154","0.547768","0.686816","0.552872","0.709462","0.549081","0.735688","0.543109","0.737964","0.540908","0.704748","0.546391","0.729389","0.545197","0.744738","0.54124","0.741067","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-21.342518","-39.230042","5.745789","0","0","0","static","left_only","21","0","1","0","keep","1.77E+12"
"ikaw","0.454413","0.660165","0.472266","0.647757","0.489583","0.625118","0.495167","0.621463","0.490239","0.621464","0.477152","0.599898","0.479953","0.566599","0.480836","0.558211","0.48004","0.547352","0.45835","0.604306","0.463653","0.598248","0.468266","0.639705","0.46944","0.661828","0.443012","0.618574","0.446247","0.626374","0.453547","0.660263","0.456744","0.673883","0.42962","0.635395","0.429231","0.646576","0.43545","0.664977","0.439585","0.66898","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-31.086056","-37.451569","6.133533","0","0","0","static","left_only","21","0","0","0","keep","1.77E+12"
"ikaw","0.470954","0.691981","0.492645","0.674553","0.510167","0.643558","0.505746","0.631738","0.487218","0.638947","0.492196","0.595477","0.49174","0.546411","0.490224","0.526366","0.487892","0.508027","0.472554","0.603194","0.474261","0.59654","0.479123","0.631117","0.481991","0.642812","0.457592","0.619323","0.459766","0.629854","0.467129","0.653584","0.471066","0.656038","0.44546","0.638156","0.448099","0.653451","0.454967","0.667424","0.458915","0.666437","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-41.163807","-21.997849","19.043751","0","0","0","static","left_only","21","0","0","0","keep","1.77E+12"
"ikaw","0.462276","0.670425","0.492648","0.638818","0.50893","0.600517","0.512136","0.587363","0.503845","0.601719","0.48516","0.536558","0.487454","0.491995","0.486785","0.460903","0.485144","0.432962","0.464905","0.541169","0.488701","0.554409","0.497374","0.59342","0.496796","0.613391","0.45011","0.56294","0.478241","0.599139","0.485832","0.628298","0.482537","0.635552","0.440172","0.592209","0.4658","0.632494","0.471875","0.648841","0.467747","0.644976","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-54.727528","-32.461048","27.388079","0","0","0","static","left_only","21","0","0","0","keep","1.77E+12"
"ikaw","0.445788","0.677231","0.479041","0.648103","0.497861","0.623291","0.506353","0.613713","0.499734","0.618298","0.476802","0.555026","0.485872","0.524759","0.491642","0.501521","0.494878","0.481498","0.459451","0.556768","0.48663","0.591057","0.489557","0.623282","0.485524","0.632994","0.446741","0.57538","0.475682","0.621636","0.478411","0.641334","0.473422","0.641068","0.439009","0.601385","0.463329","0.639442","0.467439","0.652159","0.463647","0.648752","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-54.964108","-51.494175","-26.324701","0","0","0","static","left_only","21","0","0","0","keep","1.77E+12"
"ikaw","0.432952","0.660356","0.452637","0.637705","0.465899","0.612895","0.472365","0.597003","0.467534","0.605599","0.446283","0.561581","0.45289","0.533638","0.457249","0.51145","0.460593","0.491557","0.431988","0.565315","0.455081","0.579849","0.459642","0.609194","0.456914","0.62168","0.42244","0.581922","0.447612","0.604371","0.452146","0.625813","0.44974","0.632191","0.416962","0.603992","0.438498","0.62142","0.444214","0.635738","0.443316","0.64018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-55.554867","-41.115162","-10.817141","0","0","0","static","left_only","21","0","0","0","keep","1.77E+12"
"ikaw","0.420143","0.674794","0.438916","0.651414","0.4525","0.624197","0.455745","0.620552","0.451936","0.634755","0.436644","0.584872","0.441871","0.573986","0.445677","0.565656","0.450411","0.557493","0.420822","0.587001","0.437814","0.608924","0.442211","0.634556","0.441998","0.644963","0.40964","0.602958","0.429629","0.637844","0.434295","0.654222","0.433414","0.654067","0.402548","0.624846","0.420343","0.655975","0.42527","0.667","0.4241","0.66306","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-49.706097","-36.25708","6.104905","0","0","0","static","left_only","21","0","0","0","keep","1.77E+12"
"mahal kita","0.427174","0.673465","0.460872","0.663933","0.493235","0.622566","0.516785","0.592977","0.536756","0.578052","0.473513","0.528918","0.483156","0.466788","0.488947","0.429128","0.493887","0.395507","0.447794","0.521524","0.449898","0.49938","0.447694","0.567417","0.447425","0.613392","0.422042","0.526665","0.420522","0.509113","0.426305","0.571555","0.432516","0.614829","0.398671","0.540324","0.392037","0.483787","0.38574","0.448267","0.381608","0.410161","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.329089","-72.721222","0.213576","0","0","0","static","left_only","21","0","0","0","keep","1.77E+12"
"mahal kita","0.422496","0.630029","0.447689","0.62219","0.471168","0.59733","0.489588","0.578884","0.506502","0.573345","0.458418","0.536411","0.467503","0.493242","0.472565","0.466173","0.477614","0.442074","0.443061","0.531044","0.44634","0.507866","0.443017","0.544562","0.440509","0.573491","0.427657","0.531374","0.428041","0.510325","0.429221","0.545113","0.431149","0.570832","0.413053","0.535422","0.41048","0.500193","0.409673","0.478533","0.410113","0.454238","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.290321","-77.338913","-43.024937","0","0","0","static","left_only","21","0","0","0","keep","1.77E+12"
"mahal kita","0.442027","0.62547","0.467347","0.616647","0.491428","0.591344","0.510326","0.573645","0.525841","0.57047","0.477193","0.532128","0.489767","0.491009","0.496344","0.467082","0.502735","0.444748","0.462573","0.526715","0.470029","0.503365","0.468526","0.53778","0.466256","0.564819","0.447454","0.52599","0.451596","0.50204","0.454688","0.535887","0.456618","0.561667","0.432433","0.528856","0.428338","0.49216","0.427979","0.469952","0.428757","0.445975","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","130.502167","-75.041702","-80.105354","0","0","0","static","left_only","21","0","0","0","keep","1.77E+12"
"a","0.347341","0.410648","0.374844","0.391923","0.39356","0.34918","0.396605","0.306805","0.402556","0.274988","0.381806","0.305843","0.381925","0.276081","0.376072","0.309935","0.372463","0.341616","0.363362","0.300051","0.364139","0.266389","0.35921","0.308896","0.358355","0.342298","0.346239","0.298622","0.345815","0.267821","0.344359","0.311132","0.345786","0.342131","0.32917","0.302335","0.329064","0.27375","0.330697","0.303738","0.33347","0.326979","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103.691002","-79.699333","-57.335182","-18.802311","43.970093","6.083429","static","left_only","21","0","0","0","keep","1.77E+12"
"a","0.353714","0.393968","0.380571","0.376218","0.399175","0.336358","0.401466","0.295792","0.402947","0.262442","0.386778","0.296057","0.386875","0.270209","0.381468","0.301102","0.37762","0.331577","0.369458","0.290041","0.370388","0.261606","0.365792","0.300094","0.364398","0.332249","0.353446","0.288263","0.353076","0.26183","0.351494","0.301959","0.352441","0.332545","0.337733","0.291134","0.337746","0.265728","0.338774","0.293049","0.340864","0.315155","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116.196045","-77.218933","-57.054489","-21.79031","53.29409","13.22143","static","left_only","21","0","0","0","keep","1.77E+12"
"a","0.405563","0.360416","0.424922","0.347125","0.437688","0.321309","0.440001","0.293393","0.441236","0.269903","0.428799","0.293217","0.429541","0.273848","0.426071","0.294312","0.423333","0.315047","0.417178","0.289108","0.418686","0.268296","0.415797","0.294261","0.414275","0.316605","0.405961","0.288186","0.406589","0.267961","0.405639","0.29556","0.405704","0.317325","0.394493","0.290607","0.395297","0.272075","0.396623","0.290919","0.397943","0.307223","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","141.171906","-76.305397","-53.781021","-16.145309","66.411095","-18.085569","static","left_only","21","0","0","0","keep","1.77E+12"
"a","0.476498","0.448015","0.496174","0.436462","0.510889","0.406122","0.517001","0.378667","0.524691","0.359233","0.504642","0.380238","0.511077","0.364771","0.506956","0.387585","0.502191","0.407839","0.493903","0.374869","0.500951","0.358397","0.496448","0.38668","0.492264","0.408945","0.482307","0.371878","0.489452","0.35725","0.487024","0.386282","0.48416","0.408493","0.469626","0.371745","0.476683","0.353372","0.478015","0.372102","0.477246","0.389697","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.842773","-76.696396","-73.41748","-12.684311","62.689095","-20.88257","static","left_only","21","0","0","0","keep","1.77E+12"
"a","0.381427","0.431784","0.397288","0.41928","0.407718","0.392534","0.409161","0.365941","0.412598","0.345204","0.399488","0.367519","0.398394","0.354131","0.395128","0.37392","0.392882","0.393251","0.388471","0.365025","0.387713","0.351131","0.385362","0.375766","0.38485","0.395781","0.378233","0.365332","0.376917","0.351756","0.376598","0.376744","0.37762","0.39568","0.368396","0.368461","0.367384","0.353614","0.368364","0.370349","0.369873","0.383557","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","150.729279","-79.46212","-68.770737","-12.014309","70.042091","-17.478571","static","left_only","21","0","0","0","keep","1.77E+12"
"a","0.409023","0.408394","0.427321","0.398103","0.44025","0.37136","0.44316","0.343574","0.448814","0.323695","0.434058","0.340627","0.433033","0.328923","0.42854","0.351017","0.42536","0.370726","0.422513","0.334966","0.422038","0.32306","0.418122","0.350653","0.416447","0.371726","0.411638","0.332699","0.410741","0.320158","0.408894","0.347811","0.408882","0.368277","0.400648","0.333743","0.400597","0.318956","0.40056","0.337528","0.401357","0.35227","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110.990334","-78.402786","-81.766426","-13.04631","73.923088","-19.565569","static","left_only","21","0","0","0","keep","1.77E+12"
"b","0.407303","0.44751","0.435851","0.41919","0.448751","0.382968","0.445747","0.357798","0.429336","0.360778","0.432835","0.324777","0.436361","0.266991","0.43715","0.231054","0.437003","0.199934","0.415059","0.32339","0.417673","0.257382","0.4188","0.213979","0.419895","0.178575","0.397292","0.331058","0.396717","0.269581","0.397674","0.22921","0.399279","0.196484","0.379495","0.345424","0.377323","0.296616","0.377496","0.264764","0.379094","0.235822","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.701973","-91.800987","-64.535835","-10.357311","81.58609","-33.788574","static","left_only","21","0","0","0","keep","1.77E+12"
"b","0.379295","0.466087","0.403897","0.44484","0.418565","0.407619","0.411474","0.375983","0.395978","0.378615","0.403293","0.362805","0.407981","0.324176","0.409705","0.298159","0.410657","0.274781","0.388933","0.356975","0.393457","0.313545","0.396243","0.283493","0.398225","0.258134","0.375659","0.359738","0.37749","0.317934","0.380328","0.289938","0.38252","0.267308","0.362603","0.369282","0.363188","0.335361","0.365098","0.313238","0.367112","0.293179","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","153.689453","-77.189949","-70.016586","-15.78331","85.097092","-22.822569","static","left_only","21","0","0","0","keep","1.77E+12"
"b","0.467928","0.579129","0.491315","0.556901","0.507475","0.524926","0.510109","0.500431","0.500638","0.502494","0.498183","0.475767","0.504548","0.440222","0.507553","0.416467","0.509824","0.394891","0.487413","0.468979","0.493247","0.430542","0.496696","0.405493","0.499312","0.383063","0.476295","0.469792","0.479216","0.434979","0.481407","0.411211","0.483129","0.389795","0.464189","0.477768","0.464812","0.447884","0.464873","0.42865","0.464718","0.410496","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.275703","-86.700394","-63.227894","-23.979309","93.250092","-17.687571","static","left_only","21","0","0","0","keep","1.77E+12"
"b","0.473431","0.518051","0.491577","0.496592","0.500828","0.464174","0.496256","0.442352","0.485082","0.448885","0.484918","0.427049","0.486262","0.390284","0.486135","0.367889","0.485446","0.3485","0.473565","0.424789","0.474669","0.383445","0.475306","0.356772","0.475567","0.335053","0.463309","0.42898","0.462957","0.390348","0.464211","0.365483","0.465274","0.345892","0.453211","0.438542","0.452116","0.408243","0.452708","0.387949","0.453784","0.369911","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-141.303879","-89.423653","-47.407101","-27.420311","117.582092","2.82843","static","left_only","21","0","0","0","keep","1.77E+12"
"b","0.381669","0.49589","0.40115","0.476249","0.409878","0.445004","0.399475","0.424943","0.386346","0.428266","0.398431","0.401396","0.400175","0.360549","0.40082","0.336532","0.400951","0.315506","0.384363","0.398526","0.386613","0.353585","0.387654","0.325539","0.388538","0.303293","0.37173","0.403695","0.371868","0.36212","0.37355","0.336461","0.375026","0.316352","0.359716","0.415152","0.359339","0.382533","0.360536","0.361859","0.36211","0.343073","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120.736038","-82.999817","-55.58802","-23.016308","108.055084","-9.79557","static","left_only","21","0","0","0","keep","1.77E+12"
"b","0.424186","0.434829","0.44598","0.41617","0.458431","0.385933","0.45193","0.365326","0.4401","0.363332","0.446931","0.334422","0.449917","0.297166","0.450916","0.27283","0.451081","0.252254","0.434157","0.330129","0.436796","0.289393","0.438811","0.263281","0.440234","0.24218","0.422252","0.332927","0.422726","0.293606","0.424088","0.26902","0.425183","0.250004","0.410326","0.342313","0.409108","0.311127","0.409581","0.291286","0.41016","0.27494","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.032356","-83.280495","-56.066254","-26.777309","112.927094","-9.76157","static","left_only","21","0","0","0","keep","1.77E+12"
"b","0.434232","0.454254","0.447578","0.437539","0.454968","0.412066","0.45168","0.395536","0.44362","0.400816","0.44415","0.382712","0.445532","0.355304","0.445528","0.337575","0.445059","0.322144","0.435271","0.381175","0.435912","0.350944","0.436277","0.330821","0.436172","0.314247","0.427214","0.384964","0.426082","0.356411","0.42629","0.337769","0.426342","0.322675","0.419468","0.392986","0.417663","0.370432","0.417431","0.355402","0.417548","0.342034","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-107.433731","-82.25782","-44.596039","-28.05331","127.416092","12.11343","static","left_only","21","0","0","0","keep","1.77E+12"
"a","0.443335","0.429411","0.455128","0.413212","0.462185","0.392622","0.463374","0.372792","0.465643","0.357209","0.455988","0.372793","0.453758","0.360996","0.451928","0.375383","0.451089","0.389655","0.447727","0.372592","0.445693","0.359426","0.445021","0.377836","0.445462","0.393875","0.44028","0.374623","0.438032","0.362517","0.438708","0.380061","0.44008","0.394616","0.433136","0.378899","0.430997","0.366934","0.432452","0.37849","0.434171","0.388741","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-57.696861","-78.331306","-83.853012","-37.324306","123.464096","8.531429","static","left_only","21","0","0","0","keep","1.77E+12"
"a","0.437587","0.421442","0.450088","0.411066","0.458554","0.388236","0.460787","0.369024","0.465568","0.356289","0.451905","0.370762","0.452002","0.361383","0.449871","0.376161","0.448268","0.390364","0.442992","0.369837","0.443571","0.357469","0.442372","0.376469","0.441994","0.392411","0.434653","0.371215","0.434752","0.360136","0.435185","0.380178","0.435995","0.395215","0.426541","0.374916","0.426981","0.363959","0.428454","0.37747","0.429683","0.388067","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","158.489182","-82.067116","-79.039803","-40.890308","122.629089","13.46443","static","left_only","21","0","0","0","keep","1.77E+12"
"a","0.466689","0.389029","0.479646","0.37883","0.488632","0.359698","0.491061","0.340943","0.493399","0.32587","0.483597","0.338456","0.484306","0.323379","0.482671","0.337941","0.480779","0.352418","0.475034","0.335774","0.476132","0.318612","0.475061","0.336502","0.474067","0.351634","0.466593","0.335271","0.467381","0.318983","0.467454","0.336677","0.467307","0.350625","0.457912","0.337296","0.458721","0.320822","0.460092","0.331552","0.460837","0.341856","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","142.387955","-82.262672","-75.67952","-42.848309","139.951096","21.188429","static","left_only","21","0","0","0","keep","1.77E+12"
"c","0.369818","0.43928","0.407099","0.42984","0.43287","0.414011","0.452689","0.406665","0.470842","0.399489","0.416912","0.324969","0.433812","0.287103","0.45013","0.276067","0.464382","0.27446","0.409938","0.318362","0.430277","0.272605","0.450172","0.264972","0.465781","0.273619","0.404132","0.316997","0.425327","0.272841","0.446437","0.267436","0.462907","0.274684","0.400881","0.324523","0.420482","0.290077","0.436958","0.280033","0.451008","0.278662","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.312691","-72.624001","77.062492","-344.184143","61.64571","-212.264679","static","left_only","21","0","0","0","keep","1.77E+12"
"c","0.431582","0.396498","0.454315","0.393446","0.473639","0.380943","0.488591","0.375661","0.502272","0.374093","0.466566","0.314013","0.478115","0.286948","0.488772","0.274332","0.498607","0.266724","0.462591","0.30746","0.475962","0.276842","0.488335","0.265999","0.500093","0.262249","0.457466","0.302114","0.471478","0.271927","0.484529","0.261748","0.496615","0.25876","0.451521","0.299127","0.463416","0.273469","0.473388","0.262928","0.483024","0.258067","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.381424","-64.760437","74.704079","-385.49115","105.147705","-169.08168","static","left_only","21","0","0","0","keep","1.77E+12"
"c","0.42563","0.395996","0.449946","0.386847","0.465161","0.373315","0.477705","0.370792","0.490194","0.370526","0.453976","0.313228","0.463852","0.288121","0.475251","0.278916","0.484974","0.277609","0.450449","0.307947","0.461963","0.274816","0.475903","0.26946","0.486657","0.277395","0.447622","0.305596","0.459754","0.271226","0.474785","0.267946","0.486236","0.27551","0.446793","0.307953","0.459462","0.280583","0.471617","0.274766","0.481985","0.277372","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.530552","-71.796371","89.216057","-439.046143","124.023712","-180.572678","static","left_only","21","0","0","0","keep","1.77E+12"
"c","0.430734","0.416066","0.44788","0.413417","0.460106","0.40286","0.470186","0.399547","0.480051","0.399682","0.453816","0.355033","0.461706","0.336569","0.46961","0.327745","0.476741","0.323327","0.451493","0.350151","0.460647","0.328029","0.470231","0.320477","0.478992","0.319635","0.448988","0.346064","0.458871","0.32352","0.469336","0.317621","0.478281","0.31856","0.446928","0.343485","0.456729","0.324243","0.465764","0.317943","0.474287","0.31727","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.981789","-65.789337","83.024361","-484.186127","132.015701","-186.895676","static","left_only","21","0","0","0","keep","1.77E+12"
"c","0.444887","0.434024","0.459937","0.433823","0.470044","0.422531","0.478923","0.419809","0.487551","0.42041","0.46109","0.376732","0.468342","0.361287","0.476909","0.355197","0.483669","0.35447","0.459352","0.371247","0.468653","0.350605","0.47886","0.347855","0.48695","0.352048","0.459032","0.367668","0.469363","0.345592","0.48026","0.344795","0.488087","0.351274","0.460648","0.365846","0.470601","0.348222","0.479702","0.346552","0.487285","0.350726","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.522697","-64.911102","85.580505","-530.000183","148.288712","-201.063675","static","left_only","21","0","0","0","keep","1.77E+12"
"c","0.475292","0.382758","0.489632","0.38084","0.502012","0.371889","0.512066","0.368279","0.520751","0.366998","0.497214","0.331468","0.503239","0.313678","0.509282","0.304234","0.515127","0.297732","0.494104","0.32664","0.501645","0.306446","0.509063","0.297983","0.516504","0.293547","0.490342","0.323446","0.49797","0.303402","0.506192","0.295882","0.513918","0.293461","0.486008","0.321569","0.492624","0.303993","0.499487","0.297714","0.506367","0.295962","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.71212","-65.883469","101.778877","-609.132141","174.639709","-156.104675","static","left_only","21","0","0","0","keep","1.77E+12"
"c","0.387259","0.45201","0.416822","0.44227","0.442449","0.424563","0.462414","0.415469","0.48024","0.409862","0.43299","0.340054","0.44649","0.301634","0.458893","0.284539","0.471111","0.27347","0.426241","0.33294","0.442162","0.290729","0.457378","0.274117","0.471837","0.267095","0.418004","0.329131","0.434249","0.288271","0.449965","0.271682","0.464632","0.264461","0.408877","0.330276","0.420282","0.294932","0.431988","0.276024","0.444039","0.263959","0.905107","0.845598","0.91465","0.876367","0.935616","0.893545","0.955354","0.905719","0.97148","0.918257","0.957744","0.866335","0.981756","0.888548","0.993922","0.905754","1.002585","0.918666","0.959884","0.852151","0.982984","0.876546","0.994206","0.896261","1.002453","0.913319","0.959378","0.845731","0.980061","0.8685","0.99101","0.886804","0.9994","0.903297","0.9576","0.845143","0.975786","0.862832","0.985784","0.877572","0.992706","0.890973","45.148895","-70.122864","97.094788","-302.380127","34.418709","-328.399689","static","both","21","21","0","1","keep","1.77E+12"
